uniprotID	gene	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	down_regulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs	dominant_direction
O94804	STK10	67	49839	68	30754	661	293548	0.5970141401647295	-0.7441629930389129	0.9999934568157594	1	2.8416781066116982e-6	0	0.9819398130252219	-0.02629349612245056	0.5752778891401054	0.9999998612414573	0.24012231780307522	6.026207357337329e-8	1.018392356369722	0.02629349612245056	0.5752778891401054	0.8914841302859599	0.24012231780307522	0.04988638349320496	downregulated set
O94806	PRKD3	77	49839	85	30754	546	293548	0.8306311586085271	-0.26772010378096717	0.9456965735420735	1	0.02424818450126761	0	1.4859358868003505	0.5713718697186327	7.157000858484759e-4	0.01840923481379496	3.1452689306922794	1.7349642627210151	0.6729765455448344	-0.5713718697186327	7.157000858484759e-4	0.0044182163553107895	3.1452689306922794	2.3547530210094094	downregulated set
O94921	CDK14	125	49839	104	30754	1291	293548	0.5702893406723859	-0.8102340274660894	0.9999999999599365	1	1.73993604793695e-11	0	0.7689565350006781	-0.3790260422284515	0.9966089153563485	0.9999998612414573	0.0014752320829350435	6.026207357337329e-8	1.3004636211318734	0.3790260422284515	0.9966089153563485	0.9999998612414573	0.0014752320829350435	6.026207357337329e-8	downregulated set
O95382	MAP3K6	106	49839	99	30754	964	293548	0.6476491858230355	-0.6267155393760259	0.999997052600152	1	1.2800413763308106e-6	0	0.9802470674478538	-0.028782674171783706	0.5901123713387374	0.9999998612414573	0.2290652805519375	6.026207357337329e-8	1.0201509733699836	0.028782674171783706	0.5901123713387374	0.8985128066112434	0.2290652805519375	0.04647572845933912	downregulated set
O95747	OXSR1	199	49839	112	30754	1129	293548	1.0381771956647403	0.054052703319435125	0.3247061065994699	1	0.48850954371919486	0	0.946892313770645	-0.07872773173104942	0.7224089602368764	0.9999998612414573	0.14121687598732618	6.026207357337329e-8	1.0381771956647403	0.054052703319435125	0.3247061065994699	0.6266621038193592	0.48850954371919486	0.20296656762612356	upregulated set
O95819	MAP4K4	70	49839	56	30754	741	293548	0.556405421305512	-0.8457916181192269	0.9999998514152248	1	6.452955273668272e-8	0	0.7213747254791373	-0.4711792180117812	0.9940813785836	0.9999998612414573	0.0025780614546492384	6.026207357337329e-8	1.3862420801280495	0.4711792180117812	0.9940813785836	0.9999998612414573	0.0025780614546492384	6.026207357337329e-8	downregulated set
O95835	LATS1	195	49839	129	30754	1100	293548	1.0441310737075051	0.062302830220184985	0.30086099563035335	1	0.5216341116301159	0	1.1193540788915122	0.16266646800216739	0.12363266415024028	0.4071814917122044	0.9078667720783903	0.3902119709216405	0.8933723643463134	-0.16266646800216739	0.12363266415024028	0.30959253915308105	0.9078667720783903	0.5092095138925353	downregulated set
O96013	PAK4	82	49839	79	30754	785	293548	0.6152553083995894	-0.7007428946318437	0.9999967094373172	1	1.4290755667200685e-6	0	0.9605819384471674	-0.05801941264732143	0.6499433133683252	0.9999998612414573	0.1871245199185244	6.026207357337329e-8	1.0410356055794199	0.05801941264732143	0.6499433133683252	0.9559845822844784	0.1871245199185244	0.019549111785372792	downregulated set
O96017	CHEK2	71	49839	78	30754	541	293548	0.772985641531942	-0.37148647903355764	0.984351461094333	1	0.0068498097382495024	0	1.3761706567022123	0.4606593874176031	0.006477203780707263	0.06541975818514335	2.188612439298663	1.18429106551602	0.726654063672852	-0.4606593874176031	0.006477203780707263	0.030193734546989242	2.188612439298663	1.520083167439213	downregulated set
P00540	MOS	540	49839	191	30754	1504	293548	2.114746831879464	1.0804849606247258	2.3106118023136914e-44	5.385502893084988e-43	43.636273012666514	42.26877373647105	1.2121669085459064	0.27758836345808163	0.008020698481314016	0.07594598874494209	2.0957878095996816	1.1194951594172828	2.114746831879464	1.0804849606247258	2.3106118023136914e-44	5.385502893084988e-43	43.636273012666514	42.26877373647105	upregulated set
P04049	RAF1	130	49839	81	30754	783	293548	0.9778917108578189	-0.03225338109864355	0.6073934105641399	1	0.21652992392772402	0	0.9874172919218509	-0.01826818471673695	0.5600979116289567	0.9999998612414573	0.25173604663086846	6.026207357337329e-8	1.0127430501583163	0.01826818471673695	0.5600979116289567	0.8839045167894474	0.25173604663086846	0.053594646832113034	downregulated set
P05129	PRKCG	32	49839	27	30754	372	293548	0.5066625476793715	-0.9809029056049912	0.9999816059569357	1	7.988504873371785e-6	0	0.69280328920908	-0.5294823153504908	0.9778678039156727	0.9999998612414573	0.009719852687336316	6.026207357337329e-8	1.4434111609683937	0.5294823153504908	0.9778678039156727	0.9999998612414573	0.009719852687336316	6.026207357337329e-8	downregulated set
P05771	PRKCB	51	49839	52	30754	505	293548	0.5948261792745811	-0.749459950727581	0.999939905094031	1	2.6099670289316485e-5	0	0.9828548686481292	-0.02494969535072983	0.5683213225412391	0.9999998612414573	0.24540604958912018	6.026207357337329e-8	1.0174442147043063	0.02494969535072983	0.5683213225412391	0.8914841302859599	0.24540604958912018	0.04988638349320496	downregulated set
P06493	CDK1	163	49839	114	30754	1479	293548	0.6491281481187923	-0.6234247778258132	0.9999999869380276	1	5.672742569923825e-9	0	0.7357462659013001	-0.44271977974594917	0.9995612903450188	0.9999998612414573	1.9057098803941373e-4	6.026207357337329e-8	1.3591642205278271	0.44271977974594917	0.9995612903450188	0.9999998612414573	1.9057098803941373e-4	6.026207357337329e-8	downregulated set
P11309	PIM1	98	49839	100	30754	623	293548	0.9264903648161986	-0.11015212209317958	0.7732164014156798	1	0.11169894231966432	0	1.5320943796705573	0.615505172516596	1.0157225923401893e-4	0.0043966277925582475	3.9932248875897938	2.356880299101746	0.6527013043511247	-0.615505172516596	1.0157225923401893e-4	7.157301057652962e-4	3.9932248875897938	3.145250714667075	downregulated set
P11802	CDK4	136	49839	103	30754	1415	293548	0.566101085995298	-0.8208684035922217	0.9999999999968997	1	1.3464422251771143e-12	0	0.6948135480348324	-0.5253022097335492	0.9999247669422553	0.9999998612414573	3.2674530953083514e-5	6.026207357337329e-8	1.439235033381744	0.5253022097335492	0.9999247669422553	0.9999998612414573	3.2674530953083514e-5	6.026207357337329e-8	downregulated set
P15056	BRAF	233	49839	117	30754	1067	293548	1.2861764224378665	0.36308854804621465	4.0182726732139603e-4	0.0032040437367995525	3.395960596095936	2.494301564210441	1.0466569616607855	0.06578868123450148	0.3341288823703757	0.8164600915985792	0.4760859819735727	0.08806503863350283	1.2861764224378665	0.36308854804621465	4.0182726732139603e-4	0.002590503446774106	3.395960596095936	2.5866158255293485	upregulated set
P15735	PHKG2	40	49839	49	30754	448	293548	0.5258884658352639	-0.9271712399488606	0.999992139588828	1	3.41374661421476e-6	0	1.044000032488195	0.062121756802967144	0.4094528783813689	0.8974682671384923	0.3877960715262383	0.046980898348849706	0.9578543763228354	-0.062121756802967144	0.4094528783813689	0.7179319322964592	0.3877960715262383	0.14391672961476187	downregulated set
P17252	PRKCA	36	49839	38	30754	455	293548	0.46601841233810765	-1.1015411381534852	0.9999996837113247	1	1.373624480729091e-7	0	0.7971439381815405	-0.3270878435055373	0.9258532367244791	0.9999998612414573	0.03345785082589213	6.026207357337329e-8	1.2544785854876077	0.3270878435055373	0.9258532367244791	0.9999998612414573	0.03345785082589213	6.026207357337329e-8	downregulated set
P17612	PRKACA	54	49839	60	30754	479	293548	0.6640015934002724	-0.5907413912851729	0.998901722234063	1	4.772380913331402e-4	0	1.1956186115350904	0.2577572599409499	0.11072511868271744	0.38562886161911936	0.9557538455365732	0.4138304696528867	0.8363871140447289	-0.2577572599409499	0.11072511868271744	0.28431958441409644	0.9557538455365732	0.5461932243403936	downregulated set
P19525	EIF2AK2	153	49839	122	30754	1047	293548	0.8607182754171171	-0.21638699334935435	0.963693819249122	1	0.01606092640016102	0	1.1121980090205865	0.1534136596453779	0.14484343466577299	0.4478322520788695	0.8391011853276409	0.3488846325178307	0.8991204730537242	-0.1534136596453779	0.14484343466577299	0.3428715679978845	0.8391011853276409	0.4648685264732042	downregulated set
P19784	CSNK2A2	592	49839	170	30754	1346	293548	2.590454395037253	1.3732051851580593	1.2194520467661908e-71	1.8474698508507791e-69	70.91383527303316	68.73342264019483	1.2055376291018423	0.2696766832684045	0.013700197685032988	0.10643999739910244	1.863273166208588	0.9728951447327822	2.590454395037253	1.3732051851580593	1.2194520467661908e-71	1.8474698508507791e-69	70.91383527303316	68.73342264019483	upregulated set
P20794	MAK	90	49839	77	30754	869	293548	0.6100057709450715	-0.7131052035651939	0.9999992364675683	1	3.3159804844509436e-7	0	0.8457469772614974	-0.24170197911715657	0.9309716735684748	0.9999998612414573	0.031063532982198286	6.026207357337329e-8	1.1823867266282986	0.24170197911715657	0.9309716735684748	0.9999998612414573	0.031063532982198286	6.026207357337329e-8	downregulated set
P22612	PRKACG	64	49839	45	30754	394	293548	0.9567338831586493	-0.06381040198072042	0.6483813158139622	1	0.188169508561045	0	1.09013573871453	0.124507783972754	0.31419859679809603	0.7933514569151925	0.5027957588383901	0.10053437638370989	0.9173169583259267	-0.124507783972754	0.31419859679809603	0.6181959404533968	0.5027957588383901	0.20887385117254811	downregulated set
P22694	PRKACB	74	49839	73	30754	525	293548	0.830199664158984	-0.2684697465597494	0.9428559692644263	1	0.025554645047555755	0	1.3272085216188245	0.4083950545602339	0.016274377404095246	0.11740800841525857	1.7884956169003463	0.9303022787959416	0.7534611055542942	-0.4083950545602339	0.016274377404095246	0.06488337307159026	1.7884956169003463	1.1878665806788327	downregulated set
P23443	RPS6KB1	62	49839	84	30754	531	293548	0.687714080736661	-0.5401192102497077	0.9985465386248459	1	6.316894342730333e-4	0	1.5099355399186805	0.5944869613221024	5.018790908093383e-4	0.015206936451522952	3.2994008974346656	1.8179582689323603	0.6622799275615807	-0.5944869613221024	5.018790908093383e-4	0.0031681117607339484	3.2994008974346656	2.4991995063079475	downregulated set
P24723	PRKCH	30	49839	32	30754	288	293548	0.6135358149342486	-0.7047805317328558	0.9973549954239367	1	0.0011502327489141104	0	1.0605801437471185	0.08485364361041577	0.40346838393046475	0.8974682671384923	0.394190491233107	0.046980898348849706	0.9428801829788329	-0.08485364361041577	0.40346838393046475	0.7179319322964592	0.394190491233107	0.14391672961476187	downregulated set
P24941	CDK2	161	49839	107	30754	1613	293548	0.5878992531909505	-0.7663591496470782	0.9999999999978383	1	9.388210050639674e-13	0	0.6331847995134247	-0.659301472908518	0.9999995715309122	0.9999998612414573	1.8608180034778273e-7	6.026207357337329e-8	1.5793177612104035	0.659301472908518	0.9999995715309122	0.9999998612414573	1.8608180034778273e-7	6.026207357337329e-8	downregulated set
P25098	GRK2	436	49839	131	30754	1144	293548	2.2447569895634643	1.1665592717246047	4.711829653780775e-41	1.0197745607825534e-39	40.326810418934095	38.991495826110025	1.0929744463043303	0.12825967125594687	0.1796156973229387	0.5335642773416709	0.745655711305515	0.27281325456512745	2.2447569895634643	1.1665592717246047	4.711829653780775e-41	1.0197745607825534e-39	40.326810418934095	38.991495826110025	upregulated set
P27037	ACVR2A	491	49839	142	30754	1184	293548	2.442420381116295	1.2883115334768214	5.337948178260592e-54	1.6173982980129593e-52	53.27262564673523	51.79118301823293	1.1447536727742167	0.19503719369427175	0.07222351297404793	0.27016943742143856	1.1413213911772748	0.5683637815536196	2.442420381116295	1.2883115334768214	5.337948178260592e-54	1.6173982980129593e-52	53.27262564673523	51.79118301823293	upregulated set
P27361	MAPK3	164	49839	135	30754	1433	293548	0.674075464308809	-0.569017981388804	0.9999997911427387	1	9.07055655444298e-8	0	0.8992106170107352	-0.15326902527790984	0.8901405189350553	0.9999998612414573	0.05054142955624655	6.026207357337329e-8	1.1120865135293008	0.15326902527790984	0.8901405189350553	0.9999998612414573	0.05054142955624655	6.026207357337329e-8	downregulated set
P27448	MARK3	187	49839	97	30754	1103	293548	0.9985639865295006	-0.002073218453880074	0.5193217285027678	1	0.2845635060753932	0	0.839392271456889	-0.252582914939868	0.9581102084691622	0.9999998612414573	0.018584532490194833	6.026207357337329e-8	0.9985639865295006	-0.002073218453880074	0.5193217285027678	0.8459918480448315	0.2845635060753932	0.07263382179100447	upregulated set
P28482	MAPK1	180	49839	145	30754	1397	293548	0.7589034361877928	-0.39801176787079584	0.9998588177368437	1	6.131900651130754e-5	0	0.9907158011630328	-0.013456832688100264	0.5551915169352923	0.9999998612414573	0.25555717831749913	6.026207357337329e-8	1.0093712029484825	0.013456832688100264	0.5551915169352923	0.882750315553501	0.25555717831749913	0.05416211851919011	downregulated set
P31749	AKT1	15	49839	27	30754	199	293548	0.4439638224659352	-1.171485975238728	0.9997720036220145	1	9.902885839259107e-5	0	1.2950526235706257	0.3730107220213898	0.12659452577768177	0.4124531323724471	0.8975850737495269	0.38462539380115696	0.7721693943547037	-0.3730107220213898	0.12659452577768177	0.3144109943494883	0.8975850737495269	0.5025022759219702	downregulated set
P31751	AKT2	29	49839	34	30754	224	293548	0.7625360147955501	-0.39112261681311195	0.9325350796176554	1	0.03033482214895581	0	1.4487884250763987	0.5348469252055323	0.03188171688728382	0.18226717390277355	1.4964582991141884	0.7392915402126723	0.690231908739378	-0.5348469252055323	0.03188171688728382	0.11232744438194184	1.4964582991141884	0.949514121855451	downregulated set
P32298	GRK4	466	49839	126	30754	1069	293548	2.567500315802095	1.360364453994722	4.779420384732055e-56	1.8102054707172658e-54	55.320624768445526	53.74227212693516	1.125030984196263	0.16996473489186148	0.11616284934232055	0.3954757679856531	0.9349327437645903	0.40288012190719813	2.567500315802095	1.360364453994722	4.779420384732055e-56	1.8102054707172658e-54	55.320624768445526	53.74227212693516	upregulated set
P33981	TTK	249	49839	121	30754	1274	293548	1.151143218762786	0.20306733663694557	0.02452277216077001	0.15479999926486068	1.610430436842292	0.8102290457155742	0.906547002494293	-0.1415462723724376	0.8594172799964407	0.9999998612414573	0.06579591836022038	6.026207357337329e-8	1.151143218762786	0.20306733663694557	0.02452277216077001	0.09216385099339663	1.610430436842292	1.0354393868913472	upregulated set
P34947	GRK5	421	49839	176	30754	1317	293548	1.8827400480455416	0.9128338192379244	1.3427405876356745e-26	2.0342519902680469e-25	25.872007883266157	24.691595250427834	1.2755681231427145	0.351139949740633	0.001849679044972825	0.03113626392370922	2.7329036235374633	1.5067335001384645	1.8827400480455416	0.9128338192379244	1.3427405876356745e-26	2.0342519902680469e-25	25.872007883266157	24.691595250427834	upregulated set
P35626	GRK3	450	49839	128	30754	1050	293548	2.524231285781465	1.3358441050759284	1.2043828294982801e-52	3.317527248527081e-51	51.919235444713	50.479185501368924	1.1635839185091934	0.2185752626995676	0.060716145359015025	0.24860800059164262	1.2166958079697554	0.6044848991984266	2.524231285781465	1.3358441050759284	1.2043828294982801e-52	3.317527248527081e-51	51.919235444713	50.479185501368924	upregulated set
P36507	MAP2K2	206	49839	110	30754	1079	293548	1.1244546441016257	0.16922546987577725	0.0680822303846403	0.38618549710949446	1.166966225134468	0.4132040398357147	0.9730799205483065	-0.03936979425543177	0.6216248326917966	0.9999998612414573	0.2064716446485814	6.026207357337329e-8	1.1244546441016257	0.16922546987577725	0.0680822303846403	0.18619657896350628	1.166966225134468	0.7300283026829277	upregulated set
P36894	BMPR1A	596	49839	170	30754	1337	293548	2.6254761427114386	1.392579086182901	9.46812175803249e-74	2.8688408926838446e-71	73.02373616577236	70.54229353727006	1.213652630136775	0.2793555546321294	0.011208258744273253	0.09433617776429987	1.9504618518556656	1.0253217241206478	2.6254761427114386	1.392579086182901	9.46812175803249e-74	2.8688408926838446e-71	73.02373616577236	70.54229353727006	upregulated set
